#timestamp x y z q_x q_y q_z q_w
0.000000 0.000000000 0.000000000 0.000000000 -0.000000000 -0.000000000 -0.000000000 1.000000000
0.000000 0.000000000 0.000000000 0.000000000 -0.000000000 -0.000000000 -0.000000000 1.000000000
0.000000 -0.069104120 -0.000491061 0.438178986 -0.001709771 -0.000273823 0.001489775 0.999997437
0.000000 -0.075315535 0.017231461 0.589446664 -0.001578353 -0.002105960 0.001549557 0.999995351
0.000000 -0.065609694 0.027160140 0.709930837 -0.001449103 -0.004892021 0.001674879 0.999985635
0.000000 -0.086907670 0.040898554 0.869606316 -0.001423620 -0.006292264 0.001951362 0.999977291
0.000000 -0.102650724 0.051838700 0.983451068 -0.001068548 -0.007887725 0.001778202 0.999966741
0.000000 -0.098412953 0.070399493 1.129168153 -0.001148286 -0.009919242 0.002129641 0.999947906
0.000000 -0.087271802 0.084387749 1.246060610 -0.000718162 -0.011987681 0.001567490 0.999926746
0.000000 -0.099921070 0.095900327 1.352042556 -0.000551534 -0.013273459 0.001573169 0.999910593
0.000000 -0.126429588 0.107028857 1.482486963 -0.000436008 -0.013960931 0.001914891 0.999900639
0.000000 -0.132337824 0.124860428 1.592385411 0.000062782 -0.015381038 0.001858864 0.999880016
0.000000 -0.135510728 0.118813172 1.718417525 -0.000617740 -0.016870275 0.002595951 0.999854147
0.000000 -0.130169228 0.130578071 1.821322918 -0.000355083 -0.018713566 0.002456301 0.999821842
0.000000 -0.151220232 0.143417835 1.929142475 -0.000130318 -0.019370124 0.002078333 0.999810219
0.000000 -0.157770634 0.147973329 2.019494295 0.000060856 -0.020686448 0.002079621 0.999783874
0.000000 -0.179308012 0.165733263 2.135832071 0.000627323 -0.021691455 0.001590910 0.999763250
0.000000 -0.186920449 0.183307245 2.227997541 0.001249837 -0.023010446 0.001431216 0.999733448
0.000000 -0.195949689 0.188912645 2.322656155 0.001133182 -0.023931004 0.001591889 0.999711752
0.000000 -0.190775156 0.207414061 2.427470207 0.001284984 -0.025279889 0.001622193 0.999678254
0.000000 -0.203880250 0.200448871 2.502426863 0.000585541 -0.025868569 0.002503365 0.999662042
0.000000 -0.209426254 0.208723426 2.602561951 0.000714841 -0.026766544 0.002760519 0.999637663
0.000000 -0.208141491 0.212132856 2.692478180 0.000618219 -0.027976019 0.003641817 0.999601781
0.000000 -0.217965722 0.220875040 2.786483526 0.000794005 -0.028924391 0.003929490 0.999573588
0.000000 -0.225157604 0.237450868 2.888714314 0.001315553 -0.029746436 0.004227295 0.999547720
0.000000 -0.230475292 0.244836986 2.971725464 0.001721589 -0.030801047 0.004154812 0.999515474
0.000000 -0.239337608 0.248181045 3.059247017 0.001427858 -0.031318717 0.004099745 0.999500036
0.000000 -0.252995044 0.252369761 3.131607533 0.001478391 -0.031837121 0.003904225 0.999484420
0.000000 -0.248297051 0.270057172 3.243890524 0.002009540 -0.032965254 0.003628428 0.999447942
0.000000 -0.264146537 0.276619464 3.322058916 0.001776103 -0.033518821 0.004216525 0.999427676
0.000000 -0.263948798 0.282307893 3.411216736 0.002035423 -0.034368388 0.003986425 0.999399245
0.000000 -0.282317132 0.291675180 3.491918087 0.002042841 -0.034502506 0.003552847 0.999396265
0.000000 -0.296313852 0.294226795 3.560526848 0.002061741 -0.034993067 0.002898881 0.999381304
0.000000 -0.312584907 0.310696721 3.672452450 0.002460036 -0.035865914 0.002861203 0.999349535
0.000000 -0.317355543 0.313049108 3.788662434 0.002142325 -0.037052732 0.002967411 0.999306619
0.000000 -0.325098574 0.315222234 3.878042698 0.001991744 -0.037862446 0.003010523 0.999276459
0.000000 -0.335997760 0.333764136 3.969760656 0.002414597 -0.038469058 0.003344008 0.999251306
0.000000 -0.338172674 0.334071904 4.063014030 0.001829446 -0.039397661 0.003910597 0.999214351
0.000000 -0.347984374 0.343400598 4.179634571 0.001706501 -0.040296394 0.003991724 0.999178410
0.000000 -0.368719846 0.365382612 4.259204865 0.002531341 -0.040691335 0.002744786 0.999164820
0.000000 -0.384318531 0.365378261 4.344632626 0.002728356 -0.041144229 0.002656546 0.999145985
0.000000 -0.380868256 0.369901955 4.452882767 0.002545860 -0.042083565 0.003277641 0.999105513
0.000000 -0.392609417 0.383666277 4.554121017 0.002673934 -0.042837959 0.002252614 0.999075949
0.000000 -0.408052653 0.396351159 4.661980629 0.002834265 -0.043374624 0.002638304 0.999051392
0.000000 -0.412168413 0.402842045 4.773777962 0.002714152 -0.044022594 0.002590288 0.999023557
0.000000 -0.424162894 0.415428787 4.890964031 0.002931640 -0.044604912 0.002713711 0.998996735
0.000000 -0.437782884 0.418580204 4.995652676 0.002760794 -0.044944990 0.003121031 0.998980820
