#timestamp x y z q_x q_y q_z q_w
0.000000 0.000000000 0.000000000 0.000000000 -0.000000000 -0.000000000 -0.000000000 1.000000000
0.000000 0.000000000 0.000000000 0.000000000 -0.000000000 -0.000000000 -0.000000000 1.000000000
0.000000 0.005021592 -0.003320547 0.000814869 -0.000029829 -0.000093297 0.000159040 1.000000000
0.000000 -0.003942075 -0.001241299 0.000497306 -0.000022444 0.000115961 -0.000047412 1.000000000
0.000000 -0.002120213 0.000522411 0.000037312 0.000109843 0.000151392 -0.000125289 1.000000000
0.000000 0.007441790 -0.000870586 -0.004997247 0.000048399 -0.000189007 0.000127197 1.000000000
0.000000 -0.001141979 -0.000746431 -0.001030528 0.000054474 -0.000001637 -0.000012844 1.000000000
0.000000 -0.002541730 -0.002353691 -0.002479057 -0.000001953 0.000266058 -0.000033889 1.000000000
0.000000 0.007725615 -0.002336580 -0.001505259 0.000005271 -0.000177741 0.000033097 1.000000000
0.000000 -0.003522363 0.001129781 -0.002314296 0.000062681 0.000131732 0.000073715 1.000000000
0.000000 -0.004459005 -0.001154046 -0.000727220 0.000030762 0.000256599 -0.000023590 1.000000000
0.000000 0.004358802 -0.002829028 -0.004549930 -0.000066247 -0.000082858 0.000116017 1.000000000
0.000000 -0.002188023 -0.000552312 -0.000940435 0.000038124 0.000046745 0.000180212 1.000000000
0.000000 -0.005766255 -0.002895760 -0.000560107 0.000012337 0.000284837 0.000053645 1.000000000
0.000000 0.006584272 -0.002141225 -0.007356140 0.000031751 -0.000128597 0.000121929 1.000000000
0.000000 -0.014086365 0.006539901 0.000139286 0.000335837 0.000592882 -0.000443854 0.999999702
0.000000 -0.005396707 0.005465944 -0.004661183 0.000762209 0.000265304 -0.000045595 0.999999702
0.000000 0.006719646 0.001546896 0.001790321 0.000860597 -0.000265773 0.000232629 0.999999583
0.000000 0.000948835 -0.000263177 0.005588573 0.000883385 -0.000208353 0.000496989 0.999999464
0.000000 0.010681372 0.005553237 0.011162593 0.001170989 -0.000301117 -0.000257772 0.999999225
0.000000 -0.000126257 0.003547857 0.020622587 0.001081138 -0.000169422 -0.000052611 0.999999404
0.000000 -0.005320651 0.012106401 0.033503197 0.001361804 0.000126850 -0.000378909 0.999998987
0.000000 0.011833620 -0.003804439 0.048032813 0.000831002 -0.000657349 -0.000225035 0.999999464
0.000000 0.000249284 0.016366268 0.071230195 0.001283056 -0.000247219 -0.000097137 0.999999166
0.000000 0.013953296 0.023167353 0.095253073 0.001626449 -0.000514906 -0.000756421 0.999998271
0.000000 0.021866212 0.016658366 0.123426154 0.001041618 -0.000855941 0.000236247 0.999999106
0.000000 0.014906001 0.027653506 0.151293695 0.001034461 -0.000641927 -0.000515800 0.999999166
0.000000 0.024789557 0.028148100 0.187133834 0.001169432 -0.000847957 -0.000274018 0.999998927
0.000000 0.025711011 0.035361607 0.228589907 0.001548801 -0.000825342 -0.000627077 0.999998271
0.000000 0.020141615 0.038820952 0.270706922 0.001681605 -0.000843083 -0.000576604 0.999998093
0.000000 0.028845821 0.049722951 0.313311577 0.001952656 -0.001190181 -0.000953320 0.999996960
0.000000 0.035972122 0.056605536 0.363471270 0.001915692 -0.001435641 -0.001075939 0.999996543
0.000000 -0.020924781 0.061865784 0.392464638 0.001919463 0.000006073 -0.000983599 0.999997675
0.000000 -0.022005070 0.072336689 0.441798091 0.001845828 -0.000034980 -0.000984002 0.999997854
0.000000 -0.015856711 0.085965686 0.501342237 0.002121659 -0.000193144 -0.000616876 0.999997616
0.000000 -0.016767692 0.089763373 0.567595780 0.001885435 0.000061432 -0.000452648 0.999998152
0.000000 -0.007572373 0.105903290 0.629578173 0.002160623 -0.000280223 -0.000046464 0.999997675
0.000000 -0.002208230 0.120736614 0.700705349 0.002212465 -0.000264489 0.000284391 0.999997556
0.000000 0.008028300 0.132274628 0.772260010 0.002283162 -0.000466725 0.000442553 0.999997258
0.000000 0.007989614 0.142519012 0.843570590 0.002041331 -0.000382044 0.001177981 0.999997199
0.000000 0.018328669 0.157466874 0.926138282 0.001907303 -0.000643874 0.001199621 0.999997258
0.000000 0.034089021 0.188871339 1.104887128 0.001809050 -0.000720869 0.001684243 0.999996722
0.000000 0.045508213 0.205224827 1.212781310 0.001815807 -0.001048091 0.002174291 0.999995470
0.000000 0.049900003 0.225352973 1.316756964 0.001807286 -0.001085472 0.002060862 0.999995649
0.000000 0.060655721 0.241900131 1.406849980 0.001768342 -0.000887663 0.002375916 0.999995291
0.000000 0.070689604 0.258401930 1.520584702 0.001840024 -0.001226952 0.002742024 0.999993801
0.000000 0.075678118 0.282204121 1.647896528 0.001894854 -0.001208895 0.002724300 0.999993742
0.000000 0.086420357 0.298583508 1.745278835 0.001992724 -0.001469792 0.002873951 0.999992847
