#timestamp x y z q_x q_y q_z q_w
0.0 -534.7792021167982 5.280894413581356 201.91602602324664 0.026948805480920043 -0.3957852408752627 0.04469227715818499 0.82809958992376
0.0 -534.7792021167982 5.280894413581356 201.91602602324664 0.026948805480920043 -0.3957852408752627 0.04469227715818499 0.82809958992376
0.0 -534.7746008969955 5.280688314037493 201.914900441068 0.02686252383637318 -0.3959608179783389 0.04476172971723155 0.8280373417413528
0.0 -534.7739866878649 5.280984706591066 201.9188881265677 0.02687647398476017 -0.39588479725029413 0.044669109707950815 0.8280677506136449
0.0 -534.7790394924109 5.280937905208568 201.91266670152734 0.026763840589291404 -0.3956392106515831 0.04509660214404663 0.8281451372631129
0.0 -534.7728277844706 5.281216310734716 201.915867763529 0.02683574551025012 -0.3959177306785528 0.044912838985998974 0.8280482783918182
0.0 -534.7726481641565 5.281346682785924 201.91730868112975 0.02692641008392154 -0.3959430678815084 0.044823388146344206 0.828038508672394
0.0 -534.7724644022595 5.282172217542541 201.9199924535954 0.0269399185755908 -0.39600414027859493 0.044914686886093354 0.8280122417238921
0.0 -534.771617774708 5.281080566595656 201.91728443259092 0.026859320662190298 -0.39599256259537563 0.04479690952351098 0.8280246615847504
0.0 -534.777652449503 5.281798243967021 201.91916403202856 0.02683299857287002 -0.3958449010345438 0.044990270411234545 0.828071796912491
0.0 -534.7729150980474 5.2831675339790864 201.9198505204571 0.02698941640790673 -0.39592022894282314 0.04501351126653066 0.8280365905686121
0.0 -534.7646897116612 5.281856851797008 201.91957044588267 0.026780072159958507 -0.39624824082962945 0.04495804627308364 0.8279294870486597
0.0 -534.780882553573 5.282130932644487 201.92170045571805 0.026933089749589457 -0.39580284069379745 0.044779840967043905 0.8280905823478307
0.0 -534.785450982423 5.281427633325 201.91093693390272 0.02692263448144954 -0.39546500329935924 0.04486830924738617 0.8282097938338293
0.0 -534.7713440245284 5.280408245865779 201.91494343441954 0.02664653555994804 -0.3959958829682729 0.044984332853689 0.8280257268970673
0.0 -534.7766004880136 5.2809868771808235 201.91708498541942 0.026958239939290866 -0.3958098620502535 0.04469071750330098 0.8280903192046508
0.0 -534.7784538601699 5.279960683197849 201.91033531359844 0.026847475279842634 -0.3956492869904441 0.04478867958603686 0.8281496596319899
0.0 -534.7724987286147 5.282488997247886 201.92295221118988 0.026977743680550913 -0.3960884140128775 0.04509351233137276 0.8279730882506554
0.0 -534.7682964401381 5.28187278440392 201.91952363231246 0.02697022458608047 -0.3963949962589951 0.045098249944092485 0.8278623124056269
0.0 -534.7708737033795 5.281038933215716 201.91760432516148 0.02684784217667594 -0.3960222352593848 0.04466913394488926 0.8280193515540064
0.0 -534.7703383429503 5.281746002455401 201.91438630000118 0.0267670370318894 -0.39600235300836095 0.045088494077052906 0.8280139478078826
0.0 -534.7718069148206 5.281885200787226 201.9172848447682 0.027005645692338574 -0.39595530229435494 0.04492058096179248 0.8280267082569482
0.0 -534.7763555754929 5.2813732996552165 201.91759922242537 0.02688187727277136 -0.395922159613973 0.044823229772595403 0.828048091640971
0.0 -534.7682046318342 5.281042338000976 201.92127688692165 0.026727058427288255 -0.39635197819032875 0.044876245444640354 0.8278974279921567
0.0 -534.7684096553417 5.281289421622092 201.91594044070936 0.026929701598667876 -0.39611708143108704 0.04494548081234789 0.8279706912940827
0.0 -534.784374094076 5.282613649325375 201.92247513568518 0.027105457185837272 -0.39563627770216653 0.044539499233511075 0.8281521794002976
0.0 -534.7654719230833 5.280138623467168 201.91773266755487 0.026905961516961757 -0.39615129056707643 0.04491033320006561 0.8279607361212397
0.0 -534.7858363511687 5.283878611864995 201.92264470236253 0.027061831252023133 -0.3960392767339086 0.045508255562517086 0.8279707625217119
0.0 -534.7751238049176 5.28530335825148 201.92555198175535 0.027334375670996256 -0.3964081697449271 0.045648512039945445 0.8278192773340108
0.0 -534.7796251005533 5.2825840564034685 201.92939889798262 0.027051424898442606 -0.39632578413787023 0.04544364592065091 0.8278701216664559
0.0 -534.7846602420884 5.283396747456653 201.93299853981682 0.027151170730471418 -0.39628779940295733 0.04539348325965039 0.8278813373025407
0.0 -534.7953349298767 5.285249272612957 201.94389944873816 0.027429995541832525 -0.3961416630790876 0.04512063068459736 0.8279321615484243
0.0 -534.7923026645369 5.285769622221461 201.9485505364975 0.027276846174926234 -0.39655596252932257 0.04550911292413523 0.8277738827452401
0.0 -534.81722403115 5.28672467319093 201.95257348441353 0.027516927355152005 -0.39586358461675825 0.045275731521401436 0.8280227415599425
0.0 -534.8159041766493 5.29095960392003 201.98026917535924 0.027507147853858167 -0.39658067705336786 0.04590198693709846 0.8277387469064864
0.0 -534.8351233035168 5.291734213861905 201.9911444892811 0.027698910778751723 -0.3964758388942458 0.04543357054902937 0.8277864644255799
