#timestamp x y z q_x q_y q_z q_w
0.000000 0.000000000 0.000000000 0.000000000 -0.000000000 -0.000000000 -0.000000000 1.000000000
0.000000 0.000000000 0.000000000 0.000000000 -0.000000000 -0.000000000 -0.000000000 1.000000000
0.000000 -0.005130974 -0.005879635 -0.005687034 -0.000173047 0.000098767 0.000521444 0.999999881
0.000000 -0.012565115 -0.008275475 -0.008616695 -0.000291071 0.000240655 0.000383557 0.999999940
0.000000 -0.007397521 -0.007564804 -0.005292792 -0.000265697 0.000175479 0.000545597 0.999999821
0.000000 -0.007998367 -0.002595438 -0.007093839 -0.000145088 0.000130352 0.000462216 0.999999940
0.000000 -0.004625127 0.005205399 0.001033394 0.000144690 0.000189151 -0.000148099 0.999999940
0.000000 0.001757422 0.007226021 0.001045359 0.000175529 0.000127344 0.000216807 1.000000000
0.000000 -0.015329743 -0.006294970 -0.009094519 -0.000230948 0.000326598 0.000610125 0.999999762
0.000000 0.001629511 0.000510031 0.006099974 0.000052963 0.000066938 -0.000137146 1.000000000
0.000000 -0.011903887 -0.005664932 -0.007228693 -0.000220712 0.000258482 0.000693333 0.999999762
0.000000 -0.004950526 -0.000572048 -0.003736072 0.000051861 0.000269237 0.000178899 0.999999940
0.000000 -0.000058568 0.002046882 0.007974140 0.000083135 0.000126786 -0.000050542 1.000000000
0.000000 -0.011012130 -0.009699309 -0.006727686 -0.000292275 0.000188964 0.000709298 0.999999762
0.000000 -0.008119634 -0.007322596 -0.010179275 -0.000236102 0.000024279 0.000507292 0.999999881
0.000000 -0.012181547 -0.008427068 -0.006176696 -0.000298529 0.000210265 0.000433031 0.999999881
0.000000 -0.003873087 -0.009082419 -0.010765423 -0.000274039 0.000004316 0.000697946 0.999999762
0.000000 -0.013489936 -0.004452106 -0.007781248 -0.000141452 0.000300799 0.000559824 0.999999762
0.000000 -0.021604730 -0.007583003 -0.010702791 -0.000312449 0.000345277 0.000761406 0.999999642
0.000000 -0.002271093 -0.002366996 0.005349170 0.000010056 -0.000255346 0.000885863 0.999999642
0.000000 -0.009909704 0.002743795 0.000693967 0.000218722 -0.000082065 0.000681502 0.999999821
0.000000 -0.006477135 0.000198250 0.009813260 0.000448496 -0.000149834 0.000657099 0.999999762
0.000000 -0.006434966 -0.009435413 0.010333259 0.000164326 -0.000282364 0.000793044 0.999999702
0.000000 -0.018142536 0.000031809 0.019605890 0.000608264 -0.000010008 0.000455661 0.999999702
0.000000 0.004210466 -0.008642970 0.042024080 0.000360538 -0.000657098 0.000642234 0.999999523
0.000000 -0.019037642 0.006840582 0.048092805 0.000821395 0.000001588 0.000579128 0.999999523
0.000000 0.000719178 0.004496590 0.085574821 0.000690605 -0.000446206 0.000338734 0.999999642
0.000000 0.002579540 0.008659544 0.101066187 0.000838985 -0.000467911 0.000522092 0.999999464
0.000000 -0.005920016 0.014997514 0.134594575 0.000909503 0.000167281 -0.000149967 0.999999583
0.000000 -0.001310741 0.014428339 0.160890326 0.000682377 -0.000143040 0.000485642 0.999999702
0.000000 -0.012220229 0.020913856 0.171519563 0.000565822 0.000174259 0.000752656 0.999999523
0.000000 0.004658473 0.025725994 0.237243950 0.000522383 -0.000071294 0.000232848 0.999999881
0.000000 0.004715033 0.032419715 0.275702089 0.000455349 0.000105762 0.000481135 0.999999821
0.000000 -0.002096814 0.034917172 0.317489386 0.000239643 0.000384767 0.000240983 0.999999881
0.000000 0.011799528 0.041215118 0.363991201 0.000080280 0.000165662 -0.000075660 1.000000000
0.000000 0.000512865 0.068945937 0.434110254 0.000175395 0.000700566 0.000154823 0.999999762
0.000000 -0.000014319 0.083195180 0.484627098 0.000254272 0.000962055 0.000026944 0.999999523
0.000000 0.005384202 0.084565960 0.532661140 0.000140407 0.000949572 0.000104627 0.999999583
0.000000 0.008592092 0.090174012 0.577966750 0.000239141 0.001110560 0.000944845 0.999998927
0.000000 0.011812675 0.109582178 0.635385334 0.000553639 0.001241795 0.001186215 0.999998450
0.000000 0.018788306 0.114005424 0.705644429 0.000469556 0.001304418 0.001479810 0.999997973
0.000000 0.019657031 0.136414245 0.816738129 0.000367834 0.001561767 0.001462030 0.999997675
0.000000 0.030627552 0.151034817 0.890089631 0.000064277 0.001501973 0.001470028 0.999997854
0.000000 0.031921163 0.164056838 0.985270441 -0.000497016 0.001613548 0.001271006 0.999997795
0.000000 0.035459664 0.181327954 1.067850590 -0.000832564 0.001665703 0.000860897 0.999997914
0.000000 0.035725072 0.192177474 1.148038626 -0.000991042 0.002003718 0.001438696 0.999996483
0.000000 0.034073494 0.203630403 1.219108820 -0.001166131 0.002163931 0.000752502 0.999996722
0.000000 0.037625033 0.222001314 1.301617622 -0.001136892 0.002222600 0.000768661 0.999996662
